,Alimento,Descricao,Grupo,Calorias,Carboidratos,Proteinas,Gorduras,FonteDeCarboidratos,IG
249,Cookie,"Cookie, butter, commercial",Baked Products,467,68.9,6.1,18.8,1,63.0
250,Cookie,"Cookie, chocolate chip, commercial, regular, higher fat",Baked Products,492,65.36,5.1,24.72,1,63.0
251,Cookie,"Cookie, chocolate chip, commercial, regular, lower fat",Baked Products,451,67.49,5.97,17.91,1,63.0
252,Cookie,"Cookie, chocolate chip, dry mix, unprepared",Baked Products,497,66.1,4.6,25.2,1,63.0
253,Cookie,"Cookie, chocolate chip, homemade, made with butter",Baked Products,488,58.2,5.7,28.4,1,63.0
254,Cookie,"Cookie, chocolate chip, homemade, made with margarine",Baked Products,488,58.4,5.7,28.3,1,63.0
255,Cookie,"Cookie, chocolate chip, refrigerated dough",Baked Products,451,61.02,3.98,21.33,1,63.0
256,Cookie,"Cookie, chocolate chip, refrigerated dough, baked",Baked Products,492,68.2,4.9,22.6,1,63.0
257,Cookie,"Cookie, chocolate chip, soft type, commercial",Baked Products,444,65.75,3.63,19.77,1,63.0
258,Cookie,"Cookie, chocolate sandwich, cream filling, chocolate-coated",Baked Products,481,66.4,3.6,26.4,1,63.0
259,Cookie,"Cookie, chocolate sandwich, cream filling, reduced fat",Baked Products,436,76.17,2.94,13.24,1,63.0
260,Cookie,"Cookie, chocolate sandwich, cream filling, regular",Baked Products,464,71.0,5.21,19.14,1,63.0
261,Cookie,"Cookie, chocolate sandwich, extra cream filling",Baked Products,498,68.2,4.33,24.52,1,63.0
262,Cookie,"Cookie, chocolate wafer",Baked Products,433,72.7,6.6,14.2,1,63.0
263,Cookie,"Cookie, chocolate, with icing or coating",Baked Products,507,67.87,4.5,24.2,1,63.0
264,Cookie,"Cookie, coconut macaroon",Baked Products,460,61.22,3.02,22.55,1,63.0
265,Cookie,"Cookie, fig bar",Baked Products,348,70.9,3.7,7.3,1,63.0
266,Cookie,"Cookie, fortune",Baked Products,378,84.0,4.2,2.7,1,63.0
267,Cookie,"Cookie, fudge, cake-type",Baked Products,349,78.3,5.0,3.7,1,63.0
268,Cookie,"Cookie, ginger snap",Baked Products,416,76.9,5.6,9.8,1,63.0
269,Cookie,"Cookie, graham cracker, chocolate-coated",Baked Products,500,66.78,4.0,25.8,1,63.0
270,Cookie,"Cookie, graham cracker, plain or honey (includes cinnamon)",Baked Products,430,77.66,6.69,10.6,1,63.0
271,Cookie,"Cookie, graham cracker, plain or honey, low fat",Baked Products,386,77.96,5.71,5.71,1,63.0
272,Cookie,"Cookie, ladyfinger (with lemon juice and rind)",Baked Products,365,59.7,10.6,9.1,1,63.0
273,Cookie,"Cookie, ladyfinger (without lemon juice or peel)",Baked Products,363,59.7,10.6,9.1,1,63.0
274,Cookie,"Cookie, marshmallow (includes pies), chocolate-coated",Baked Products,421,67.7,4.0,16.9,1,63.0
275,Cookie,"Cookie, molasses",Baked Products,430,73.8,5.6,12.8,1,63.0
276,Cookie,"Cookie, oatmeal (with or without raisins), commercial",Baked Products,450,68.7,6.2,18.1,1,63.0
277,Cookie,"Cookie, oatmeal (with or without raisins), commercial, soft-type",Baked Products,409,65.7,6.1,14.7,1,63.0
278,Cookie,"Cookie, oatmeal (with or without raisins), dry mix, unprepared",Baked Products,462,67.3,6.5,19.2,1,63.0
279,Cookie,"Cookie, oatmeal (with or without raisins), refrigerated dough",Baked Products,424,59.1,5.4,18.9,1,63.0
280,Cookie,"Cookie, oatmeal (with raisins), commercial, less than 5g fat/serving",Baked Products,435,68.4,6.5,16.2,1,63.0
281,Cookie,"Cookie, oatmeal sandwich, cream filling",Baked Products,398,55.62,2.61,18.29,1,63.0
282,Cookie,"Cookie, oatmeal, homemade, with raisins",Baked Products,435,68.4,6.5,16.2,1,63.0
283,Cookie,"Cookie, oatmeal, homemade, without raisins",Baked Products,447,66.4,6.8,17.9,1,63.0
284,Cookie,"Cookie, oatmeal, refrigerated dough, prepared",Baked Products,471,65.7,6.0,21.0,1,63.0
285,Cookie,"Cookie, peanut butter sandwich",Baked Products,478,65.6,8.8,21.1,1,63.0
286,Cookie,"Cookie, peanut butter, commercial",Baked Products,473,58.15,8.92,23.82,1,63.0
287,Cookie,"Cookie, peanut butter, commercial, soft-type",Baked Products,457,57.7,5.3,24.4,1,63.0
288,Cookie,"Cookie, peanut butter, homemade, with margarine",Baked Products,475,58.9,9.0,23.8,1,63.0
289,Cookie,"Cookie, peanut butter, refrigerated dough",Baked Products,458,52.1,8.2,25.0,1,63.0
290,Cookie,"Cookie, peanut butter, refrigerated dough, prepared",Baked Products,503,57.3,9.1,27.5,1,63.0
291,Cookie,"Cookie, raisin, soft-type",Baked Products,401,68.0,4.1,13.6,1,63.0
292,Cookie,"Cookie, sandwich with peanut butter filling, chocolate coated",Baked Products,558,52.2,8.1,35.3,1,63.0
293,Cookie,"Cookie, shortbread, pecan, commercial",Baked Products,542,58.3,4.9,32.5,1,63.0
294,Cookie,"Cookie, shortbread, plain, commercial",Baked Products,514,63.78,5.37,26.22,1,63.0
295,Cookie,"Cookie, shortbread, plain, commercial, no sugar added, with artificial sweetener",Baked Products,431,71.6,7.0,17.8,1,63.0
296,Cookie,"Cookie, shortbread, plain, homemade",Baked Products,560,56.443000000000005,5.267,35.415,1,63.0
297,Cookie,"Cookie, sugar wafer sandwich with cream filling",Baked Products,502,70.64,3.84,23.24,1,63.0
298,Cookie,"Cookie, sugar, commercial",Baked Products,464,67.34,5.35,19.55,1,63.0
299,Cookie,"Cookie, sugar, homemade, made with margarine",Baked Products,472,60.0,5.9,23.4,1,63.0
300,Cookie,"Cookie, sugar, refrigerated dough",Baked Products,436,61.22,4.0,19.48,1,63.0
301,Cookie,"Cookie, sugar, refrigerated dough, baked",Baked Products,484,65.6,4.7,23.1,1,63.0
302,Cookie,"Cookie, vanilla sandwich with cream filling",Baked Products,483,72.1,4.5,20.0,1,63.0
303,Cookie,"Cookie, vanilla wafer, 12 to 17% fat",Baked Products,441,73.6,5.0,15.2,1,63.0
304,Cookie,"Cookie, vanilla wafer, 18 to 21% fat",Baked Products,473,71.1,4.3,19.4,1,63.0
305,Corn fritter,Corn fritter,Baked Products,374,38.623000000000005,8.55,21.238000000000003,1,47.0
306,Cracker meal,Cracker meal,Baked Products,383,80.9,9.3,1.7,1,70.0
307,Cracker,"Cracker, 7 grain",Baked Products,385,63.2,13.9,11.9,1,70.0
308,Cracker,"Cracker, barge pilot biscuit",Baked Products,392,71.65,10.1,6.15,1,70.0
309,Cracker,"Cracker, cheese",Baked Products,489,59.42,10.93,22.74,1,70.0
310,Cracker,"Cracker, cheese, Asiago",Baked Products,420,66.4,12.7,13.8,1,70.0
311,Cracker,"Cracker, cheese, reduced fat",Baked Products,418,68.19,10.0,11.67,1,70.0
312,Cracker,"Cracker, cheese, reduced sodium",Baked Products,503,58.2,10.1,25.3,1,70.0
313,Cracker,"Cracker, cheese, sandwich, with cheese filling",Baked Products,491,58.76,8.92,24.41,1,70.0
314,Cracker,"Cracker, cheese, sandwich-type, with peanut butter filling",Baked Products,496,56.74,12.41,25.12,1,70.0
315,Cracker,"Cracker, cheese, whole-grain",Baked Products,412,57.29,9.62,16.03,1,70.0
316,Cracker,"Cracker, crispbread, rye",Baked Products,366,82.2,7.9,1.3,1,70.0
317,Cracker,"Cracker, matzo, egg",Baked Products,391,78.6,12.3,2.1,1,70.0
318,Cracker,"Cracker, matzo, egg and onion",Baked Products,391,77.1,10.0,3.9,1,70.0
319,Cracker,"Cracker, matzo, plain",Baked Products,395,83.7,10.0,1.4,1,70.0
320,Cracker,"Cracker, matzo, whole-wheat",Baked Products,351,78.9,13.1,1.5,1,70.0
321,Cracker,"Cracker, melba toast, plain",Baked Products,390,76.6,12.1,3.2,1,70.0
322,Cracker,"Cracker, melba toast, plain, unsalted",Baked Products,390,76.6,12.1,3.2,1,70.0
323,Cracker,"Cracker, melba toast, rye (includes pumpernickel)",Baked Products,389,77.3,11.6,3.4,1,70.0
324,Cracker,"Cracker, melba toast, wheat",Baked Products,374,76.4,12.9,2.3,1,70.0
325,Cracker,"Cracker, milk",Baked Products,455,69.7,7.6,15.8,1,70.0
326,Cracker,"Cracker, multigrain",Baked Products,482,67.6,7.1,20.4,1,70.0
327,Cracker,"Cracker, roasted vegetable",Baked Products,389,64.6,12.0,12.2,1,70.0
328,Cracker,"Cracker, rusk toast",Baked Products,407,72.3,13.5,7.2,1,70.0
329,Cracker,"Cracker, rye, sandwich-type with cheese filling",Baked Products,481,60.8,9.2,22.3,1,70.0
330,Cracker,"Cracker, rye, wafers, plain",Baked Products,334,80.4,9.6,0.9,1,70.0
331,Cracker,"Cracker, rye, wafers, seasoned",Baked Products,381,73.8,9.0,9.2,1,70.0
332,Cracker,"Cracker, saltine (also oyster, soda, soup)",Baked Products,418,74.05,9.46,8.64,1,70.0
333,Cracker,"Cracker, saltine (also oyster, soda, soup), low fat and sodium",Baked Products,393,82.3,10.5,1.6,1,70.0
334,Cracker,"Cracker, saltine (also oyster, soda, soup), low sodium",Baked Products,421,74.34,9.5,8.85,1,70.0
335,Cracker,"Cracker, saltine (also oyster, soda, soup), unsalted top",Baked Products,434,71.5,9.2,11.8,1,70.0
336,Cracker,"Cracker, saltine (also oyster, soda, soup), whole wheat (includes multigrain)",Baked Products,398,68.25,7.14,10.71,1,70.0
337,Cracker,"Cracker, standard snack type, low sodium",Baked Products,502,61.0,7.4,25.3,1,70.0
338,Cracker,"Cracker, standard snack-type",Baked Products,510,61.3,6.64,26.43,1,70.0
339,Cracker,"Cracker, standard snack-type, sandwich with peanut butter",Baked Products,494,58.38,11.47,24.54,1,70.0
340,Cracker,"Cracker, standard snack-type, sandwich, with cheese filling",Baked Products,477,61.7,9.3,21.1,1,70.0
341,Cracker,"Cracker, standard snack-type, with whole-wheat",Baked Products,463,68.37,7.29,17.84,1,70.0
342,Cracker,"Cracker, wheat",Baked Products,455,70.73,7.3,16.4,1,70.0
343,Cracker,"Cracker, wheat, low fat",Baked Products,410,64.44800000000001,9.736,12.341,1,70.0
344,Cracker,"Cracker, wheat, low sodium",Baked Products,473,64.9,8.6,20.6,1,70.0
345,Cracker,"Cracker, wheat, sandwich, with cheese filling",Baked Products,497,58.2,9.8,25.0,1,70.0
346,Cracker,"Cracker, wheat, sandwich, with peanut butter filling",Baked Products,495,53.8,13.5,26.7,1,70.0
347,Cracker,"Cracker, whole wheat, low sodium",Baked Products,443,68.6,8.8,17.2,1,70.0
348,Cracker,"Cracker, whole-wheat",Baked Products,427,69.55,10.58,14.13,1,70.0
349,Cracker,"Cracker, whole-wheat, reduced fat",Baked Products,416,75.52,11.34,7.59,1,70.0
350,Cream puff,"Cream puff, eclair, custard or cream filled, with icing (frosting)",Baked Products,334,37.43,4.41,18.52,1,70.0
351,Cream puff,"Cream puff, homemade, shell only, includes eclair",Baked Products,362,22.8,9.0,25.9,0,70.0
352,Croissant,"Croissant, apple, commercial",Baked Products,254,37.1,7.4,8.7,1,67.0
353,Croissant,"Croissant, butter, commercial",Baked Products,406,45.8,8.2,21.0,1,67.0
354,Croissant,"Croissant, cheese, commercial",Baked Products,414,47.0,9.2,20.9,1,67.0
355,Croutons,"Croutons, plain",Baked Products,407,73.5,11.9,6.6,1,73.0
356,Croutons,"Croutons, seasoned",Baked Products,465,63.5,10.8,18.3,1,73.0
357,Danish pastry,"Danish pastry, cheese",Baked Products,374,37.2,8.0,21.9,1,63.0
358,Danish pastry,"Danish pastry, cinnamon",Baked Products,403,44.6,7.0,22.4,1,63.0
359,Danish pastry,"Danish pastry, fruit (apple, raisin, lemon, raspberry)",Baked Products,371,47.8,5.4,18.5,1,63.0
360,Danish pastry,"Danish pastry, nut (almond, raisin nut, cinnamon nut)",Baked Products,430,45.7,7.1,25.2,1,63.0
369,Dumpling,"Dumpling, plain",Baked Products,197,21.636,3.489,10.719000000000001,1,63.0
370,English muffin,"English muffin, multigrain (also granola)",Baked Products,235,46.3,9.1,1.8,1,48.0
371,English muffin,"English muffin, multigrain (also granola), toasted",Baked Products,255,50.3,9.9,1.9,1,48.0
372,English muffin,"English muffin, plain (also sourdough)",Baked Products,227,44.17,8.87,1.69,1,48.0
373,English muffin,"English muffin, plain (also sourdough), toasted",Baked Products,270,52.65,10.32,2.02,1,48.0
374,English muffin,"English muffin, raisin-cinnamon (apple cinnamon)",Baked Products,240,48.1,7.91,1.8,1,48.0
375,English muffin,"English muffin, raisin-cinnamon, (apple cinnamon) toasted",Baked Products,276,55.04,8.87,2.21,1,48.0
376,English muffin,"English muffin, wheat",Baked Products,223,44.8,8.7,2.0,1,48.0
377,English muffin,"English muffin, wheat, toasted",Baked Products,243,48.7,9.4,2.1,1,48.0
378,English muffin,"English muffin, whole wheat",Baked Products,203,40.4,8.8,2.1,1,48.0
379,English muffin,"English muffin, whole wheat, toasted",Baked Products,221,44.1,9.6,2.3,1,48.0
380,French toast,"French toast, frozen, ready to heat",Baked Products,213,32.1,7.4,6.1,1,70.0
381,French toast,"French toast, homemade, with 2% milk and margarine",Baked Products,229,25.0,7.7,10.8,1,70.0
382,Frybread,"Frybread, made with lard",Baked Products,309,46.01,8.38,10.14,1,55.0
383,Granola bar,"Granola bar, All Bran, bars and snack bites, all flavours, Kellogg's",Baked Products,493,65.0613,6.29,23.682,1,70.0
384,Granola bar,"Granola bar, cereal bar, fruit-filled, all flavours",Baked Products,386,63.931000000000004,3.2089999999999996,14.127,1,70.0
385,Granola bar,"Granola bar, cereal bar, Oatmeal to go, all flavours, Quaker",Baked Products,390,70.05199999999999,7.1,12.748,1,70.0
386,Granola bar,"Granola bar, chewy, chocolate chip",Baked Products,397,72.1539,5.2917,13.395999999999999,1,70.0
387,Granola bar,"Granola bar, chewy, chocolate coated, all flavours",Baked Products,425,69.4203,4.796,18.397000000000002,1,70.0
388,Granola bar,"Granola bar, chewy, fruit and/or nut",Baked Products,406,69.94,7.876,11.72,1,70.0
389,Granola bar,"Granola bar, chewy, fruit flavour, soy protein added, yogourt coated",Baked Products,384,61.218,16.074,10.585,1,70.0
390,Granola bar,"Granola bar, chewy, fruit flavour, yogourt coated",Baked Products,401,72.322,4.984,14.305,1,70.0
391,Granola bar,"Granola bar, chewy, high fibre, oats and chocolate",Baked Products,350,69.78,5.0,10.0,1,70.0
392,Granola bar,"Granola bar, chewy, low fat",Baked Products,371,74.66,6.37,8.67,1,70.0
393,Granola bar,"Granola bar, chewy, sweet and salty",Baked Products,427,64.6471,9.7433,18.643,1,70.0
394,Granola bar,"Granola bar, crunchy, fruit and/or nut",Baked Products,471,65.14699999999999,8.8817,20.888,1,70.0
395,Granola bar,"Granola bar, crunchy, plain",Baked Products,480,64.3897,9.013,21.506999999999998,1,70.0
397,Ice cream cone,"Ice cream cone, cake or wafer-type",Baked Products,417,79.0,8.1,6.9,1,61.0
398,Ice cream cone,"Ice cream cone, sugar, rolled-type",Baked Products,402,84.1,7.9,3.8,1,61.0
399,Indian,"Indian, bread, chapati or roti, plain",Baked Products,297,46.36,11.25,7.45,1,45.0
400,Indian,"Indian, bread, chapati or roti, whole-wheat",Baked Products,299,46.13,7.85,9.2,1,45.0
401,Indian,"Indian, bread, naan",Baked Products,291,50.43,9.62,5.65,1,45.0
402,Indian,"Indian, bread, naan, whole-wheat",Baked Products,286,46.21,10.2,6.7,1,45.0
403,Indian,"Indian, bread, paratha, whole-wheat",Baked Products,326,45.35,6.36,13.2,1,45.0
407,Leavening agent,"Leavening agent, baking soda",Baked Products,0,0.0,0.0,0.0,0,
411,Muffin bar,"Muffin bar, all flavours",Baked Products,445,54.7603,5.9617,22.928,1,50.0
412,Muffin,"Muffin, blueberry flavour (artificial), dry mix, unprepared",Baked Products,407,77.45,4.7,8.7,1,60.0
413,Muffin,"Muffin, blueberry, commercial",Baked Products,375,53.0,4.49,16.07,1,60.0
414,Muffin,"Muffin, blueberry, commercial, reduced fat",Baked Products,255,50.05,4.23,4.22,1,60.0
415,Muffin,"Muffin, blueberry, dry mix, prepared",Baked Products,282,44.926,5.41,8.715,1,60.0
416,Muffin,"Muffin, blueberry, dry mix, unprepared",Baked Products,293,61.0,3.48,3.25,1,60.0
417,Muffin,"Muffin, blueberry, homemade, with 2% milk",Baked Products,285,40.7,6.5,10.8,1,60.0
418,Muffin,"Muffin, blueberry, toaster-type",Baked Products,313,53.3,4.6,9.5,1,60.0
419,Muffin,"Muffin, blueberry, toaster-type, toasted",Baked Products,333,56.7,4.9,10.1,1,60.0
420,Muffin,"Muffin, carrot, commercial",Baked Products,305,43.849,5.934,12.023,1,60.0
421,Muffin,"Muffin, chocolate chip, commercial",Baked Products,320,46.353,7.256,12.399000000000001,1,60.0
422,Muffin,"Muffin, corn, commercial",Baked Products,305,51.0,5.9,8.4,1,60.0
423,Muffin,"Muffin, corn, homemade, with 2% milk",Baked Products,316,44.2,7.1,12.3,1,60.0
424,Muffin,"Muffin, corn, toaster type",Baked Products,346,57.9,5.3,11.3,1,60.0
425,Muffin,"Muffin, oat bran (wheat free-product)",Baked Products,270,48.3,7.0,7.4,1,60.0
426,Muffin,"Muffin, plain, homemade, made with 2% milk",Baked Products,296,41.4,6.9,11.4,1,60.0
427,Muffin,"Muffin, wheat bran, dry mix, prepared",Baked Products,294,50.239,6.792000000000001,9.85,1,60.0
428,Muffin,"Muffin, wheat bran, dry mix, unprepared",Baked Products,396,73.0,7.1,12.0,1,60.0
429,Muffin,"Muffin, wheat bran, toaster-type, with raisins, toasted",Baked Products,313,55.5,5.5,9.4,1,60.0
430,Muffin,"Muffin, wheat bran, with raisins, homemade",Baked Products,350,56.75899999999999,6.895,13.292,1,60.0
431,Pancake,"Pancake, blueberry, homemade",Baked Products,222,29.0,6.1,9.2,1,67.0
432,Pancake,"Pancake, buckwheat, dry mix, incomplete, prepared (with egg, oil, milk)",Baked Products,178,24.426,6.711,6.5760000000000005,1,67.0
433,Pancake,"Pancake, buckwheat, dry mix, incomplete, unprepared",Baked Products,340,71.3,10.9,2.7,1,67.0
434,Pancake,"Pancake, buttermilk, homemade",Baked Products,227,28.7,6.8,9.3,1,67.0
435,Pancake,"Pancake, plain (includes buttermilk), dry mix, complete, prepared with water",Baked Products,194,36.7,5.2,2.5,1,67.0
436,Pancake,"Pancake, plain (includes buttermilk), dry mix, complete, unprepared",Baked Products,368,73.65,9.77,3.1,1,67.0
437,Pancake,"Pancake, plain (includes buttermilk), dry mix, incomplete, prepared with egg, oil, milk",Baked Products,218,28.9,7.8,7.7,1,67.0
438,Pancake,"Pancake, plain (includes buttermilk), dry mix, incomplete, unprepared",Baked Products,355,73.6,10.0,1.7,1,67.0
439,Pancake,"Pancake, plain (includes buttermilk), frozen, ready-to-heat",Baked Products,233,37.75,5.23,6.83,1,67.0
440,Pancake,"Pancake, plain (includes buttermilk), frozen, ready-to-heat, microwave",Baked Products,240,43.33,5.88,4.73,1,67.0
441,Pancake,"Pancake, plain, homemade",Baked Products,227,28.3,6.4,9.7,1,67.0
442,Pancake,"Pancake, plain, homemade with butter and maple syrup",Baked Products,210,36.488,5.315,4.552,1,67.0
443,Pancake,"Pancake, whole wheat, dry mix, incomplete, prepared, (with egg, oil, milk)",Baked Products,208,29.4,8.5,6.5,1,67.0
444,Pancake,"Pancake, whole-wheat, dry mix, incomplete, unprepared",Baked Products,344,71.0,12.8,1.5,1,67.0
445,Phyllo dough,Phyllo dough,Baked Products,299,52.6,7.1,6.0,1,45.0
446,Pie crust,"Pie crust, cookie-type, chocolate, ready-to-serve",Baked Products,484,64.48,6.08,22.42,1,45.0
447,Pie crust,"Pie crust, cookie-type, graham cracker, homemade, chilled",Baked Products,484,63.9,4.1,24.4,1,45.0
448,Pie crust,"Pie crust, cookie-type, graham cracker, ready-to-serve",Baked Products,501,64.3,5.1,24.83,1,45.0
449,Pie crust,"Pie crust, cookie-type, vanilla wafer, homemade, chilled",Baked Products,531,50.2,3.7,36.2,1,45.0
450,Pie crust,"Pie crust, standard type, frozen, ready-to-bake",Baked Products,457,48.62,6.16,26.07,1,45.0
451,Pie crust,"Pie crust, standard type, frozen, ready-to-bake, baked",Baked Products,509,56.24,6.5,28.59,1,45.0
452,Pie crust,"Pie crust, standard type, homemade, baked",Baked Products,527,47.5,6.4,34.6,1,45.0
453,Pie crust,"Pie crust, standard type, homemade, unbaked",Baked Products,469,42.3,5.7,30.8,1,45.0
454,Pie crust,"Pie crust, standard-type, dry mix, prepared, baked",Baked Products,501,50.4,6.7,30.4,1,45.0
455,Pie crust,"Pie crust, standard-type, dry mix, unprepared",Baked Products,518,52.1,6.9,31.4,1,45.0
456,Pie,"Pie, apple, commercial, 2 crust",Baked Products,237,34.0,1.9,11.0,1,65.0
457,Pie,"Pie, apple, homemade, 2 crust",Baked Products,265,37.1,2.4,12.5,1,65.0
458,Pie,"Pie, banana cream, homemade",Baked Products,269,32.9,4.4,13.6,1,65.0
459,Pie,"Pie, banana cream, prepared from mix, no-bake type",Baked Products,251,31.6,3.4,12.9,1,65.0
460,Pie,"Pie, beef, commercial",Baked Products,281,25.05,7.75,16.7,1,65.0
461,Pie,"Pie, blueberry, commercial, 2 crust",Baked Products,232,34.9,1.8,10.0,1,65.0
462,Pie,"Pie, blueberry, homemade, 2 crust",Baked Products,245,33.5,2.7,11.9,1,65.0
463,Pie,"Pie, cherry, commercial, 2 crust",Baked Products,260,39.8,2.0,11.0,1,65.0
464,Pie,"Pie, cherry, homemade, 2 crust",Baked Products,270,38.5,2.8,12.2,1,65.0
465,Pie,"Pie, chicken, commercial",Baked Products,246,24.6,8.0,12.9,1,65.0
466,Pie,"Pie, chocolate cream, commercial",Baked Products,353,38.44,4.15,22.41,1,65.0
467,Pie,"Pie, chocolate mousse, prepared from mix, no-bake type",Baked Products,260,29.6,3.5,15.4,1,65.0
468,Pie,"Pie, coconut cream, commercial",Baked Products,298,37.3,2.1,16.6,1,65.0
469,Pie,"Pie, coconut cream, prepared from  mix, no-bake type",Baked Products,276,28.5,2.8,17.6,1,65.0
470,Pie,"Pie, coconut custard, commercial",Baked Products,260,30.2,5.9,13.2,1,65.0
